EngagementID;ContentID;CampaignID;ProductID;ContentType;Likes;Views;Clicks;EngagementDate
3505;18;3;14;BLOG;1;719;38;22.08.2025
3506;3;14;13;BLOG;90;4371;554;29.08.2023
3507;6;20;2;VIDEO;16;2975;413;29.12.2024
3508;47;8;19;VIDEO;238;2020;812;24.02.2023
3509;49;13;5;NEWSLETTER;3;1450;65;20.06.2025
3510;20;14;9;NEWSLETTER;1;482;19;20.03.2025
3511;48;3;15;BLOG;150;4279;397;06.05.2023
3512;43;11;16;NEWSLETTER;0;10;0;15.12.2025
3513;25;10;20;SOCIAL MEDIA;25;489;209;07.05.2023
3514;7;3;13;BLOG;0;826;24;21.08.2025
3515;14;6;15;BLOG;98;4183;1209;29.03.2024
3516;18;3;13;SOCIAL MEDIA;82;4299;485;17.03.2024
3517;24;14;11;SOCIAL MEDIA;14;2303;259;24.11.2024
3518;26;3;5;SOCIAL MEDIA;0;751;9;23.10.2025
3519;39;11;5;VIDEO;48;3059;562;07.11.2024
3520;27;13;20;NEWSLETTER;0;102;4;10.10.2025
3521;50;3;14;NEWSLETTER;0;211;11;16.08.2025
3522;10;17;1;BLOG;259;7023;2063;30.06.2023
3523;20;16;4;BLOG;111;2560;576;09.03.2024
3524;45;8;16;NEWSLETTER;1181;7899;2935;25.06.2023
3525;36;4;7;NEWSLETTER;26;1628;382;25.12.2023
3526;36;10;13;SOCIAL MEDIA;0;486;23;30.10.2025
3527;1;7;6;NEWSLETTER;100;3427;483;23.08.2024
3528;43;20;20;SOCIAL MEDIA;97;4524;877;07.11.2023
3529;40;10;20;VIDEO;439;4743;1140;21.02.2023
3530;28;15;14;BLOG;91;1721;400;11.12.2023
3531;11;18;14;SOCIAL MEDIA;0;182;7;20.12.2025
3532;10;5;9;VIDEO;1;1007;52;25.08.2025
3533;13;7;4;BLOG;54;876;233;16.01.2023
3534;21;12;11;VIDEO;11;2030;157;11.12.2024
3535;6;12;5;BLOG;0;1139;44;08.08.2025
3536;47;7;11;VIDEO;2;1010;39;02.06.2025
3537;41;5;2;VIDEO;200;3595;716;24.01.2024
3538;17;9;14;SOCIAL MEDIA;164;3361;854;17.04.2024
3539;48;2;17;BLOG;493;7161;2535;16.10.2023
3540;45;20;4;BLOG;50;2787;244;21.09.2023
3541;11;10;18;NEWSLETTER;13;2208;224;20.03.2025
3542;34;16;1;SOCIAL MEDIA;2;1979;65;11.05.2025
3543;4;8;2;SOCIAL MEDIA;87;1453;486;25.10.2023
3544;33;18;14;NEWSLETTER;0;108;16;17.01.2025
3545;36;12;7;VIDEO;123;4189;472;07.04.2024
3546;29;18;3;BLOG;257;4456;1484;25.09.2023
3547;19;10;15;NEWSLETTER;160;3426;577;01.03.2024
3548;35;14;2;NEWSLETTER;12;1756;139;17.08.2024
3549;11;7;8;BLOG;97;2964;459;21.07.2024
3550;46;20;20;SOCIAL MEDIA;3;403;28;30.04.2025
3551;29;8;5;BLOG;32;4653;292;25.04.2024
3552;3;8;4;BLOG;151;4600;515;23.03.2024
3553;47;19;14;BLOG;0;555;20;21.10.2025
3554;28;1;12;NEWSLETTER;11;112;32;17.08.2023
3555;49;13;19;BLOG;144;3019;447;27.11.2023
3556;13;19;4;NEWSLETTER;25;3343;209;15.12.2024
3557;4;15;10;BLOG;23;1600;156;23.01.2025
3558;26;16;13;NEWSLETTER;0;600;23;21.12.2025
3559;7;16;5;BLOG;3;872;84;15.03.2025
3560;23;12;15;BLOG;17;1390;143;04.03.2025
3561;1;7;9;VIDEO;78;3351;315;02.10.2023
3562;28;1;8;SOCIAL MEDIA;76;4846;304;23.05.2024
3563;3;17;9;BLOG;1526;8611;3582;20.02.2023
3564;18;3;3;NEWSLETTER;2;578;66;02.01.2025
3565;3;7;7;VIDEO;3;452;35;07.02.2025
3566;18;5;8;VIDEO;15;907;96;30.05.2024
3567;29;16;14;VIDEO;14;848;95;09.07.2024
3568;39;14;17;SOCIAL MEDIA;44;1268;434;07.07.2023
3569;17;3;13;VIDEO;1493;8858;3373;23.03.2023
3570;31;13;8;VIDEO;272;3980;1304;06.07.2023
3571;18;15;17;SOCIAL MEDIA;0;191;7;15.12.2025
3572;50;19;18;NEWSLETTER;3;1469;81;19.05.2025
3573;42;1;1;NEWSLETTER;19;2142;144;22.01.2025
3574;26;10;7;BLOG;0;85;3;08.11.2025
3575;26;14;5;VIDEO;34;580;123;27.03.2024
3576;8;2;16;BLOG;96;3351;321;02.08.2023
3577;7;14;3;NEWSLETTER;282;4803;1133;21.11.2023
3578;32;12;19;BLOG;502;5403;1419;30.01.2023
3579;40;9;13;VIDEO;47;1703;226;05.04.2024
3580;38;10;19;NEWSLETTER;209;3540;887;10.01.2023
3581;27;18;2;SOCIAL MEDIA;286;4434;1319;18.01.2024
3582;6;4;5;BLOG;45;3426;405;30.01.2024
3583;1;18;13;SOCIAL MEDIA;107;2848;431;09.10.2023
3584;24;6;14;BLOG;4;1214;88;07.12.2024
3585;41;19;12;BLOG;0;1091;14;29.08.2025
3586;16;11;14;VIDEO;122;4681;455;20.02.2024
3587;21;6;16;SOCIAL MEDIA;7;91;32;26.07.2023
3588;31;17;17;BLOG;0;382;15;14.12.2025
3589;4;13;14;NEWSLETTER;1;807;45;02.08.2025
3590;39;12;1;VIDEO;16;1316;201;13.10.2024
3591;43;7;3;VIDEO;154;4139;495;30.10.2023
3592;9;11;15;NEWSLETTER;395;5950;1643;11.01.2024
3593;41;9;19;VIDEO;79;1264;305;26.11.2023
3594;12;4;5;NEWSLETTER;180;4175;734;18.02.2024
3595;23;7;3;VIDEO;2;1626;88;18.05.2025
3596;15;1;17;BLOG;16;721;105;16.07.2023
3597;5;17;3;BLOG;28;4304;204;25.08.2024
3598;39;18;17;SOCIAL MEDIA;11;376;42;12.01.2024
3599;8;15;17;VIDEO;2;1356;26;13.06.2025
3600;40;16;15;VIDEO;19;459;104;16.08.2024
3601;24;9;6;SOCIAL MEDIA;2;950;31;15.03.2025
3602;23;5;2;SOCIAL MEDIA;85;4909;525;11.05.2023
3603;7;7;14;NEWSLETTER;14;2216;182;26.01.2025
3604;37;6;9;VIDEO;127;5841;576;25.03.2024
3605;5;12;5;BLOG;58;2436;522;13.02.2024
3606;40;11;7;NEWSLETTER;38;1674;259;17.10.2024
3607;18;5;11;NEWSLETTER;1;735;31;03.11.2025
3608;26;9;1;VIDEO;116;2764;769;09.08.2023
3609;37;13;3;VIDEO;47;2945;195;28.02.2024
3610;1;5;15;BLOG;293;4316;954;08.03.2023
3611;4;18;6;BLOG;1;987;38;12.10.2025
3612;41;8;3;SOCIAL MEDIA;0;719;18;12.11.2025
3613;4;17;4;BLOG;84;4552;493;14.03.2024
3614;45;6;5;VIDEO;0;259;13;31.08.2025
3615;25;13;8;BLOG;135;4746;604;15.03.2023
3616;47;8;19;SOCIAL MEDIA;10;2128;175;15.04.2025
3617;17;4;6;NEWSLETTER;293;5555;1313;15.08.2023
3618;45;16;4;SOCIAL MEDIA;2;452;27;10.03.2025
3619;41;15;10;SOCIAL MEDIA;140;3128;702;24.08.2024
3620;16;12;7;VIDEO;4;261;48;23.10.2024
3621;12;2;9;BLOG;29;2166;439;15.09.2024
3622;18;6;13;NEWSLETTER;1;1186;49;11.05.2025
3623;40;5;18;BLOG;85;5885;1075;01.12.2023
3624;32;7;16;SOCIAL MEDIA;92;3809;690;25.05.2024
3625;20;10;19;BLOG;63;2132;430;01.08.2023
3626;33;2;13;SOCIAL MEDIA;14;1394;169;23.11.2024
3627;17;11;7;BLOG;0;433;14;18.06.2025
3628;33;12;12;NEWSLETTER;312;5453;1589;23.01.2023
3629;37;1;1;BLOG;1;802;29;01.06.2025
3630;43;11;1;SOCIAL MEDIA;0;794;13;12.12.2025
3631;24;17;11;BLOG;25;3710;365;22.02.2024
3632;45;7;19;NEWSLETTER;671;6537;2252;06.11.2023
3633;10;3;15;VIDEO;0;317;11;13.10.2025
3634;33;3;4;NEWSLETTER;536;8392;2465;22.06.2023
3635;19;19;14;SOCIAL MEDIA;286;2162;925;05.03.2023
3636;18;9;1;SOCIAL MEDIA;275;5058;921;31.05.2023
3637;50;10;15;SOCIAL MEDIA;59;4597;495;26.07.2024
3638;7;17;6;SOCIAL MEDIA;5;595;52;25.12.2024
3639;20;19;10;BLOG;48;2322;404;07.05.2024
3640;38;14;9;VIDEO;13;372;87;31.01.2023
3641;38;10;19;VIDEO;404;5987;1858;26.02.2023
3642;1;9;9;NEWSLETTER;0;243;9;23.09.2025
3643;36;5;5;NEWSLETTER;1;799;16;04.07.2025
3644;41;1;4;BLOG;483;3884;1675;29.05.2023
3645;45;18;11;SOCIAL MEDIA;14;572;99;19.02.2024
3646;33;5;4;NEWSLETTER;75;3901;923;16.06.2024
3647;23;3;17;BLOG;38;3088;340;10.03.2024
3648;19;20;13;BLOG;1760;9478;4247;25.01.2023
3649;4;13;16;BLOG;18;536;156;19.12.2023
3650;37;4;5;SOCIAL MEDIA;0;127;3;13.10.2025
3651;13;8;17;NEWSLETTER;165;4795;859;15.03.2024
3652;37;15;12;NEWSLETTER;0;405;16;08.10.2025
3653;29;13;16;NEWSLETTER;299;2714;967;25.05.2023
3654;31;14;9;BLOG;0;795;17;16.09.2025
3655;20;11;18;SOCIAL MEDIA;86;2217;496;28.03.2024
3656;29;20;4;BLOG;3;1073;52;27.01.2025
3657;25;6;20;VIDEO;0;735;17;08.10.2025
3658;15;8;20;VIDEO;279;3732;1453;15.02.2023
3659;17;6;8;SOCIAL MEDIA;9;2027;191;10.01.2025
3660;39;6;11;VIDEO;135;4378;738;11.02.2024
3661;39;18;4;SOCIAL MEDIA;0;74;4;07.06.2025
3662;13;15;14;SOCIAL MEDIA;160;4581;748;23.02.2024
3663;14;14;10;BLOG;0;652;25;07.09.2025
3664;46;15;11;SOCIAL MEDIA;280;5249;1106;18.05.2024
3665;1;7;1;VIDEO;213;1620;599;17.08.2023
3666;47;11;19;NEWSLETTER;1;662;24;10.04.2025
3667;17;1;20;NEWSLETTER;0;366;4;14.12.2025
3668;23;16;18;BLOG;31;1227;157;03.05.2024
3669;10;7;13;BLOG;30;3879;617;04.08.2024
3670;32;12;1;VIDEO;257;4934;852;09.02.2024
3671;21;15;19;VIDEO;16;168;49;11.06.2023
3672;35;7;4;SOCIAL MEDIA;270;4511;866;01.07.2023
3673;34;15;8;VIDEO;54;6797;579;09.07.2023
3674;4;13;15;VIDEO;0;484;20;29.09.2025
3675;22;17;4;NEWSLETTER;602;7568;1847;16.05.2023
3676;25;11;1;NEWSLETTER;128;3700;819;23.01.2024
3677;10;5;14;NEWSLETTER;188;4969;903;08.03.2024
3678;4;7;19;SOCIAL MEDIA;0;394;6;19.12.2025
3679;44;3;7;VIDEO;2;1033;71;16.06.2025
3680;42;8;4;BLOG;0;807;15;27.08.2025
3681;11;18;5;SOCIAL MEDIA;22;1678;193;23.12.2023
3682;3;5;17;BLOG;17;1964;239;12.02.2025
3683;23;3;11;BLOG;422;8021;1974;14.07.2023
3684;33;12;11;BLOG;10;1673;157;26.02.2025
3685;3;14;5;VIDEO;0;359;17;09.09.2025
3686;19;1;17;VIDEO;45;958;344;14.08.2023
3687;46;15;20;BLOG;98;5490;380;18.04.2024
3688;36;18;4;BLOG;50;2655;290;28.02.2024
3689;7;5;17;BLOG;423;5867;1654;18.02.2023
3690;4;19;3;VIDEO;231;6853;1183;28.06.2023
3691;3;19;13;SOCIAL MEDIA;148;2291;573;21.11.2023
3692;49;16;16;BLOG;0;86;4;10.07.2025
3693;23;16;17;NEWSLETTER;1;380;17;05.07.2025
3694;47;18;9;NEWSLETTER;44;934;187;14.04.2024
3695;37;3;12;NEWSLETTER;4;838;41;08.05.2025
3696;18;7;8;NEWSLETTER;394;3436;1056;22.09.2023
3697;9;16;20;VIDEO;3;664;31;11.03.2025
3698;17;8;2;VIDEO;7;419;92;25.08.2024
3699;8;15;14;VIDEO;68;4113;415;23.08.2024
3700;3;20;4;VIDEO;0;607;8;18.12.2025
3701;47;10;8;VIDEO;143;1365;446;03.10.2023
3702;43;3;2;BLOG;67;2638;510;15.05.2024
3703;4;20;6;SOCIAL MEDIA;1;863;36;06.06.2025
3704;11;16;20;NEWSLETTER;40;4172;363;04.09.2023
3705;28;20;10;NEWSLETTER;11;1206;106;21.03.2025
3706;21;4;14;NEWSLETTER;0;226;10;25.12.2025
3707;24;19;15;SOCIAL MEDIA;20;1848;339;01.11.2024
3708;41;16;2;NEWSLETTER;0;409;13;19.11.2025
3709;6;2;2;VIDEO;4;1769;91;04.06.2025
3710;37;14;17;VIDEO;60;3656;364;01.01.2024
3711;3;20;10;VIDEO;58;2978;497;26.09.2024
3712;49;5;2;BLOG;108;4866;950;01.07.2024
3713;41;17;13;VIDEO;1;445;26;14.03.2025
3714;20;18;20;NEWSLETTER;128;3335;607;05.09.2024
3715;8;5;18;VIDEO;2;551;35;22.06.2025
3716;15;7;12;BLOG;62;2843;518;10.05.2024
3717;25;1;2;BLOG;197;3088;714;10.03.2024
3718;30;17;6;NEWSLETTER;574;7259;2943;15.07.2023
3719;39;13;15;VIDEO;145;3069;809;29.07.2023
3720;16;11;18;SOCIAL MEDIA;5;222;21;20.06.2023
3721;1;3;18;SOCIAL MEDIA;7;269;39;28.01.2024
3722;8;9;18;SOCIAL MEDIA;247;3770;880;03.02.2023
3723;45;19;12;SOCIAL MEDIA;105;1699;525;20.10.2023
3724;23;19;9;VIDEO;61;1597;322;08.04.2024
3725;46;17;18;NEWSLETTER;1;674;53;23.05.2025
3726;35;19;3;BLOG;18;747;142;27.01.2024
3727;42;7;16;SOCIAL MEDIA;13;2166;167;09.02.2025
3728;12;4;9;VIDEO;134;3798;578;07.07.2023
3729;17;20;20;NEWSLETTER;12;2357;270;09.01.2025
3730;44;3;5;SOCIAL MEDIA;8;1840;125;05.06.2025
3731;4;7;8;VIDEO;1;186;9;21.03.2025
3732;4;14;15;BLOG;0;644;13;02.12.2025
3733;48;5;5;SOCIAL MEDIA;4;1971;155;15.04.2025
3734;39;15;1;SOCIAL MEDIA;886;7510;3421;19.03.2023
3735;39;9;19;VIDEO;1;474;28;03.10.2024
3736;23;20;12;VIDEO;1530;9393;3843;24.02.2023
3737;37;19;2;SOCIAL MEDIA;471;8272;2750;19.06.2023
3738;46;3;7;SOCIAL MEDIA;185;5682;997;23.03.2024
3739;49;17;1;VIDEO;35;550;183;04.03.2023
3740;35;17;6;VIDEO;482;8379;1159;18.02.2023
3741;46;15;18;SOCIAL MEDIA;20;1956;291;28.05.2024
3742;33;3;4;SOCIAL MEDIA;5;2263;59;13.04.2025
3743;23;7;13;BLOG;223;5626;703;06.10.2023
3744;31;15;19;NEWSLETTER;26;1628;178;09.11.2024
3745;29;18;16;VIDEO;21;1307;232;10.04.2024
3746;35;12;12;SOCIAL MEDIA;16;2478;259;28.03.2025
3747;6;6;19;NEWSLETTER;0;481;14;17.08.2025
3748;4;5;8;BLOG;1221;7840;2727;28.01.2023
3749;2;20;15;BLOG;65;1974;398;30.01.2024
3750;41;11;10;SOCIAL MEDIA;251;4298;967;10.02.2024
3751;29;7;15;SOCIAL MEDIA;105;5045;792;29.03.2024
3752;23;4;3;VIDEO;0;47;2;22.06.2025
3753;42;14;16;BLOG;8;826;104;01.02.2025
3754;50;13;5;SOCIAL MEDIA;112;2746;577;31.01.2023
3755;17;7;11;SOCIAL MEDIA;8;154;36;07.07.2024
3756;14;2;18;BLOG;129;3900;368;11.05.2023
3757;9;7;9;VIDEO;20;1643;147;14.01.2025
3758;12;17;13;BLOG;5;1495;97;07.04.2025
3759;19;16;6;VIDEO;0;984;15;08.12.2025
3760;38;3;19;VIDEO;0;79;6;30.06.2025
3761;14;6;7;VIDEO;23;1109;99;02.07.2023
3762;18;15;2;SOCIAL MEDIA;2;1261;74;14.04.2025
3763;12;13;9;VIDEO;323;9582;1101;08.02.2023
3764;21;1;18;SOCIAL MEDIA;8;277;30;18.11.2023
3765;49;7;1;BLOG;0;402;16;30.10.2025
3766;37;2;17;BLOG;89;4639;683;25.06.2024
3767;46;13;12;BLOG;74;2129;239;16.02.2024
3768;12;19;14;SOCIAL MEDIA;72;3149;493;30.11.2024
3769;38;3;14;BLOG;0;529;22;13.10.2025
3770;1;18;17;BLOG;1021;7155;2087;05.01.2023
3771;31;10;9;SOCIAL MEDIA;9;1484;102;01.06.2025
3772;47;11;16;BLOG;113;3424;308;12.06.2023
3773;32;12;13;VIDEO;1;802;19;23.07.2025
3774;43;4;18;VIDEO;547;5606;1491;23.09.2023
3775;4;6;2;BLOG;17;3362;338;13.08.2024
3776;48;5;6;NEWSLETTER;0;690;21;01.09.2025
3777;50;19;16;SOCIAL MEDIA;292;7291;857;13.06.2023
3778;14;1;12;VIDEO;80;1957;241;22.08.2023
3779;23;17;16;NEWSLETTER;75;1600;245;18.02.2023
3780;46;6;3;BLOG;327;5124;1016;06.09.2023
3781;20;16;17;VIDEO;0;239;7;11.12.2025
3782;8;1;2;VIDEO;151;5093;938;20.03.2023
3783;26;19;15;BLOG;66;2269;382;15.10.2024
3784;26;4;18;NEWSLETTER;70;1275;360;01.11.2023
3785;43;17;12;NEWSLETTER;3;990;97;24.03.2025
3786;17;3;19;BLOG;71;1023;218;17.02.2023
3787;29;9;19;BLOG;30;302;80;21.07.2023
3788;2;7;13;NEWSLETTER;5;1368;87;06.07.2025
3789;37;5;13;NEWSLETTER;133;4066;473;18.09.2023
3790;21;9;19;NEWSLETTER;5;1804;105;12.04.2025
3791;1;1;11;BLOG;0;462;16;08.07.2025
3792;17;7;3;SOCIAL MEDIA;1534;7378;3370;25.02.2023
3793;49;15;19;BLOG;0;1210;33;03.08.2025
3794;30;18;14;VIDEO;12;1906;90;19.09.2024
3795;10;9;12;SOCIAL MEDIA;0;282;5;19.10.2025
3796;13;13;20;VIDEO;4;141;30;13.03.2024
3797;18;16;8;SOCIAL MEDIA;59;4622;384;14.12.2023
3798;2;7;7;VIDEO;13;2892;325;21.01.2025
3799;9;12;1;VIDEO;107;2668;722;14.11.2023
3800;13;4;4;SOCIAL MEDIA;81;1751;399;15.06.2024
3801;7;2;16;VIDEO;2;322;16;15.02.2025
3802;44;17;12;NEWSLETTER;30;4549;431;22.01.2024
3803;3;3;11;VIDEO;113;1404;330;29.03.2023
3804;3;3;12;BLOG;30;1787;387;31.08.2024
3805;44;14;9;BLOG;0;820;23;26.09.2025
3806;1;19;8;VIDEO;15;2940;443;22.01.2025
3807;31;18;16;SOCIAL MEDIA;156;4402;852;31.08.2024
3808;40;6;13;NEWSLETTER;1;966;57;10.06.2025
3809;44;15;1;VIDEO;0;827;12;20.09.2025
3810;11;1;11;SOCIAL MEDIA;30;3380;395;23.11.2024
3811;50;1;16;SOCIAL MEDIA;213;3995;1317;06.06.2023
3812;18;7;14;SOCIAL MEDIA;1;925;50;03.07.2025
3813;11;15;10;VIDEO;0;534;15;19.12.2025
3814;21;18;3;NEWSLETTER;40;3874;445;25.04.2024
3815;1;12;8;VIDEO;50;4762;564;01.05.2024
3816;5;11;20;NEWSLETTER;0;358;9;05.12.2025
3817;24;5;16;NEWSLETTER;2;628;35;23.05.2025
3818;32;5;1;VIDEO;382;2204;834;03.03.2023
3819;26;19;17;BLOG;59;1870;221;09.03.2024
3820;31;2;6;NEWSLETTER;218;4766;569;21.03.2023
3821;45;7;19;BLOG;11;2603;99;10.02.2025
3822;31;8;14;BLOG;1136;8249;3138;11.03.2023
3823;10;2;15;BLOG;4;1152;61;11.07.2025
3824;46;20;8;VIDEO;8;99;29;01.05.2023
3825;27;11;7;BLOG;2;1509;108;14.05.2025
3826;7;12;20;NEWSLETTER;16;1926;116;12.10.2024
3827;46;17;20;VIDEO;97;3662;889;10.11.2023
3828;33;13;3;VIDEO;188;4766;528;06.11.2023
3829;15;5;2;SOCIAL MEDIA;19;1118;150;15.10.2023
3830;42;7;1;BLOG;231;2489;518;13.02.2023
3831;43;18;10;SOCIAL MEDIA;5;1618;151;21.05.2025
3832;43;16;12;SOCIAL MEDIA;6;1053;93;15.03.2025
3833;4;5;2;SOCIAL MEDIA;3;1300;38;10.05.2025
3834;25;14;11;SOCIAL MEDIA;11;1335;123;07.01.2025
3835;10;20;3;BLOG;0;126;5;12.12.2025
3836;7;12;17;BLOG;1;517;16;20.06.2025
3837;14;19;18;NEWSLETTER;75;5607;388;14.12.2023
3838;20;12;9;SOCIAL MEDIA;9;567;50;12.10.2023
3839;48;20;8;BLOG;454;7522;3061;11.07.2023
3840;48;12;18;NEWSLETTER;1;875;50;31.07.2025
3841;8;12;4;VIDEO;38;2442;184;13.03.2024
3842;4;11;4;SOCIAL MEDIA;0;120;1;18.09.2025
3843;27;11;3;BLOG;61;5442;418;26.04.2024
3844;1;7;15;NEWSLETTER;125;3807;731;09.08.2024
3845;4;4;9;BLOG;2;395;38;19.05.2025
3846;5;6;4;BLOG;17;1728;246;20.12.2024
3847;17;12;7;NEWSLETTER;0;296;10;15.04.2025
3848;16;5;19;BLOG;4;1781;51;01.05.2025
3849;11;17;11;BLOG;165;3402;910;16.11.2023
3850;7;20;15;SOCIAL MEDIA;5;1577;66;05.06.2025
3851;21;14;6;VIDEO;69;2908;393;23.07.2023
3852;31;16;16;BLOG;21;3435;353;17.11.2024
3853;37;16;19;VIDEO;388;5909;1572;28.01.2024
3854;1;11;10;BLOG;62;4228;267;30.03.2024
3855;10;17;9;BLOG;169;1523;403;24.05.2023
3856;15;19;12;BLOG;252;9550;1176;22.01.2023
3857;15;8;16;SOCIAL MEDIA;36;2314;433;01.02.2024
3858;39;13;10;VIDEO;8;1679;162;21.02.2025
3859;50;10;20;VIDEO;28;1230;295;09.05.2024
3860;37;10;4;BLOG;17;539;68;02.04.2024
3861;16;8;8;VIDEO;180;2063;542;30.07.2023
3862;47;7;7;VIDEO;2;1266;32;20.04.2025
3863;8;12;11;NEWSLETTER;0;296;4;12.12.2025
3864;42;17;19;VIDEO;17;1933;185;30.12.2023
3865;18;10;6;VIDEO;16;2349;345;01.02.2025
3866;31;7;14;VIDEO;8;1891;107;15.06.2024
3867;38;14;12;NEWSLETTER;194;4860;1560;02.01.2024
3868;30;15;8;BLOG;7;154;59;29.03.2023
3869;10;1;10;SOCIAL MEDIA;110;4724;578;01.12.2023
3870;4;1;20;BLOG;132;4000;1127;21.02.2024
3871;11;15;15;VIDEO;3;1446;50;10.05.2025
3872;3;3;19;VIDEO;1;580;22;22.10.2025
3873;3;10;19;NEWSLETTER;75;3542;565;02.06.2024
3874;43;10;5;VIDEO;4;776;42;06.05.2025
3875;7;18;8;BLOG;0;54;2;12.09.2025
3876;36;19;9;VIDEO;501;5008;1822;22.09.2023
3877;13;2;19;NEWSLETTER;8;2813;167;11.11.2024
3878;40;1;15;VIDEO;93;3520;742;22.09.2024
3879;14;14;7;VIDEO;0;19;0;23.10.2025
3880;36;7;8;BLOG;4;382;47;24.11.2024
3881;4;11;13;SOCIAL MEDIA;27;636;239;25.06.2023
3882;14;2;19;NEWSLETTER;73;3343;620;02.04.2024
3883;38;1;18;SOCIAL MEDIA;0;156;7;20.03.2025
3884;11;7;17;BLOG;133;3790;535;01.05.2024
3885;9;14;17;VIDEO;18;1289;154;13.12.2024
3886;46;17;13;VIDEO;34;187;79;02.02.2023
3887;33;3;6;NEWSLETTER;203;4461;823;16.02.2024
3888;47;18;4;VIDEO;171;7819;857;07.07.2023
3889;29;15;11;SOCIAL MEDIA;11;1760;87;15.03.2025
3890;4;12;8;NEWSLETTER;11;1971;88;22.02.2025
3891;9;6;4;NEWSLETTER;6;955;69;12.12.2024
3892;36;15;1;NEWSLETTER;4;1415;48;21.05.2025
3893;32;10;1;VIDEO;1;655;31;07.10.2025
3894;19;11;15;BLOG;40;753;197;13.08.2023
3895;32;17;7;NEWSLETTER;0;639;7;23.12.2025
3896;7;2;20;BLOG;0;932;23;08.12.2025
3897;41;1;14;BLOG;103;5531;377;07.01.2024
3898;46;15;19;SOCIAL MEDIA;62;5101;1019;18.03.2024
3899;13;16;1;BLOG;9;432;57;11.07.2024
3900;44;14;15;SOCIAL MEDIA;55;1892;247;13.07.2024
3901;26;14;4;BLOG;2;666;42;24.07.2025
3902;3;11;9;NEWSLETTER;1;717;31;05.12.2025
3903;43;10;3;NEWSLETTER;261;4350;983;26.12.2023
3904;17;10;5;VIDEO;74;4571;943;18.01.2024
3905;38;9;6;NEWSLETTER;36;2805;179;22.09.2024
3906;26;17;14;SOCIAL MEDIA;20;2059;135;07.11.2024
3907;32;10;14;VIDEO;25;934;153;26.11.2024
3908;11;15;10;NEWSLETTER;117;5012;478;12.09.2023
3909;39;19;9;SOCIAL MEDIA;49;2066;263;09.07.2024
3910;36;18;1;BLOG;33;2975;514;23.08.2024
3911;26;8;5;VIDEO;907;8912;2066;27.03.2023
3912;25;13;15;BLOG;106;2917;519;27.11.2023
3913;1;15;1;BLOG;79;3432;365;05.09.2024
3914;5;6;7;SOCIAL MEDIA;798;7091;2316;28.06.2023
3915;13;20;9;BLOG;406;4840;1434;09.10.2023
3916;29;4;5;SOCIAL MEDIA;21;3906;252;27.07.2024
3917;15;14;9;VIDEO;60;3672;621;06.11.2024
3918;49;12;7;BLOG;60;2894;775;05.05.2024
3919;36;13;16;SOCIAL MEDIA;8;926;51;14.12.2024
3920;20;12;18;BLOG;8;2227;128;14.02.2025
3921;35;5;2;VIDEO;334;6573;1873;15.04.2023
3922;10;12;13;BLOG;0;32;2;12.03.2025
3923;2;8;5;SOCIAL MEDIA;864;7771;3289;25.05.2023
3924;23;5;1;SOCIAL MEDIA;729;6712;1584;27.02.2023
3925;15;5;10;NEWSLETTER;376;5064;1825;18.06.2023
3926;48;13;14;BLOG;57;2119;298;23.08.2024
3927;48;7;5;SOCIAL MEDIA;0;341;9;13.06.2025
3928;25;17;20;NEWSLETTER;0;158;6;10.09.2025
3929;24;18;7;BLOG;44;1544;175;21.11.2023
3930;12;19;13;SOCIAL MEDIA;286;5835;1447;28.11.2023
3931;4;1;9;SOCIAL MEDIA;79;5927;1117;25.11.2023
3932;3;4;4;SOCIAL MEDIA;39;1362;247;02.09.2024
3933;24;4;18;BLOG;22;3594;265;31.05.2024
3934;13;19;1;SOCIAL MEDIA;0;112;1;13.12.2025
3935;4;18;12;SOCIAL MEDIA;4;1346;97;03.02.2025
3936;40;20;1;VIDEO;72;1445;452;14.01.2024
3937;42;10;15;BLOG;734;8347;2336;11.04.2023
3938;38;13;3;SOCIAL MEDIA;69;1510;320;20.03.2024
3939;2;8;9;BLOG;428;5730;1800;20.04.2023
3940;37;12;1;NEWSLETTER;96;1082;323;19.09.2023
3941;22;3;2;SOCIAL MEDIA;152;2375;690;11.07.2023
3942;2;12;3;NEWSLETTER;127;1043;332;23.06.2023
3943;31;3;7;SOCIAL MEDIA;24;2622;185;23.12.2024
3944;40;2;13;NEWSLETTER;496;3487;1251;12.01.2023
3945;38;16;13;BLOG;1;664;25;03.09.2025
3946;23;5;15;NEWSLETTER;0;462;22;01.11.2025
3947;37;20;15;BLOG;8;1259;161;17.03.2025
3948;5;13;7;SOCIAL MEDIA;0;158;3;29.07.2025
3949;28;16;20;NEWSLETTER;1055;6960;2355;22.03.2023
3950;37;8;16;SOCIAL MEDIA;2;1205;54;30.07.2025
3951;35;13;13;BLOG;287;3395;1021;25.04.2023
3952;19;13;10;VIDEO;217;6956;588;13.07.2023
3953;48;6;17;BLOG;18;2384;236;07.04.2025
3954;37;4;10;SOCIAL MEDIA;0;809;49;31.07.2025
3955;41;14;13;NEWSLETTER;165;7822;947;09.01.2023
3956;28;10;2;NEWSLETTER;115;2183;437;13.04.2023
3957;48;2;2;SOCIAL MEDIA;27;2555;261;03.01.2025
3958;3;18;19;SOCIAL MEDIA;23;1477;110;25.03.2024
3959;1;19;19;SOCIAL MEDIA;19;2465;311;02.10.2024
